epoch,accuracy,loss,val_accuracy,val_loss,epoch_time_s
1,0.230483278632164,1.636303424835205,0.34934496879577637,1.5405081510543823,80.17051677400013
2,0.2893432378768921,1.568310022354126,0.42794761061668396,1.4807398319244385,19.8712252360001
3,0.31846344470977783,1.5313165187835693,0.4803493320941925,1.4278104305267334,19.777667671000017
4,0.3513011038303375,1.473286747932434,0.5240174531936646,1.38707435131073,20.93017048999991
5,0.39343246817588806,1.4315695762634277,0.5502183437347412,1.3501267433166504,19.508170158999746
6,0.4169764518737793,1.4010179042816162,0.5458515286445618,1.3218753337860107,19.778242524000234
7,0.4374225437641144,1.3800324201583862,0.5589519739151001,1.2965967655181885,20.926120846999765
8,0.4343246519565582,1.3491677045822144,0.5633187890052795,1.274017095565796,19.77178619300048
9,0.4888475835323334,1.3290234804153442,0.567685604095459,1.2576007843017578,19.73082987199996
10,0.48513010144233704,1.3128995895385742,0.5764192342758179,1.2383242845535278,20.128136276999612
11,0.47087979316711426,1.302039623260498,0.567685604095459,1.2228797674179077,19.624678008000046
12,0.4869888424873352,1.2807154655456543,0.567685604095459,1.2076352834701538,20.09406134800065
13,0.4857496917247772,1.2785429954528809,0.5851528644561768,1.1939446926116943,19.724209905999487
14,0.4882279932498932,1.2640095949172974,0.567685604095459,1.1846709251403809,19.80954717900022
15,0.4795539081096649,1.2557309865951538,0.5851528644561768,1.1701538562774658,20.060578266000448
16,0.513630747795105,1.227580189704895,0.6069868803024292,1.1595020294189453,19.396986241000377
17,0.502478301525116,1.2323940992355347,0.5764192342758179,1.152299165725708,19.997070113000518
18,0.5037174820899963,1.2201149463653564,0.5764192342758179,1.144217848777771,19.916096724000454
19,0.5210656523704529,1.2056820392608643,0.5895196795463562,1.1364226341247559,19.646280895000018
20,0.5061957836151123,1.206600546836853,0.5764192342758179,1.1346217393875122,20.214582259000053
21,0.5315985083580017,1.1818368434906006,0.5895196795463562,1.1243689060211182,19.41694891000043
22,0.5297397971153259,1.1749473810195923,0.5851528644561768,1.1199774742126465,20.137334473999545
23,0.5340768098831177,1.1672180891036987,0.5851528644561768,1.1165016889572144,20.40147485700072
24,0.5278810262680054,1.175877571105957,0.5807860493659973,1.109561800956726,19.599413017999723
25,0.5322180986404419,1.1547771692276,0.5895196795463562,1.0992082357406616,20.676483596000253
26,0.5470879673957825,1.1487911939620972,0.5938864350318909,1.092297077178955,22.704701026999828
27,0.5458488464355469,1.148102879524231,0.5982532501220703,1.086043119430542,23.950630383000316
28,0.5421313643455505,1.1520973443984985,0.5851528644561768,1.082656979560852,20.40001223099989
29,0.5322180986404419,1.1465387344360352,0.6026200652122498,1.0723079442977905,20.20821247999993
30,0.5452292561531067,1.137216567993164,0.6069868803024292,1.0686815977096558,19.67565220400047
31,0.5526641607284546,1.112743854522705,0.6026200652122498,1.0618888139724731,20.12380742700043
32,0.5675340890884399,1.10084867477417,0.6069868803024292,1.0628695487976074,20.085380165999595
33,0.5706319808959961,1.1063785552978516,0.6069868803024292,1.0585705041885376,20.25286525699994
34,0.548946738243103,1.123794436454773,0.6113536953926086,1.0541584491729736,20.116703564999625
35,0.5334572196006775,1.1181107759475708,0.6157205104827881,1.0505788326263428,20.349532948999695
36,0.5501858592033386,1.1057097911834717,0.6026200652122498,1.0476481914520264,19.922353984999972
37,0.5545229315757751,1.1065223217010498,0.6200873255729675,1.0432827472686768,19.83017293099965
38,0.5594795346260071,1.095043659210205,0.6157205104827881,1.0382332801818848,19.950217852000605
39,0.5700123906135559,1.079513669013977,0.6113536953926086,1.0369563102722168,20.335990885000683
40,0.5669144988059998,1.0975849628448486,0.6069868803024292,1.0359482765197754,20.16026677300033
41,0.5662949085235596,1.0859863758087158,0.6113536953926086,1.0299220085144043,20.024133599999914
42,0.5693928003311157,1.0775470733642578,0.6069868803024292,1.035316824913025,20.019886751999366
43,0.553903341293335,1.0936188697814941,0.6069868803024292,1.0257763862609863,19.925139914999818
44,0.5910780429840088,1.0472328662872314,0.6157205104827881,1.0210026502609253,20.1832145820008
45,0.5824039578437805,1.0661282539367676,0.6113536953926086,1.020626425743103,20.122820222000882
46,0.5824039578437805,1.0562808513641357,0.6069868803024292,1.0231118202209473,20.02789707499869
47,0.5904585123062134,1.0572484731674194,0.6113536953926086,1.0181165933609009,20.054315396000675
48,0.5885997414588928,1.0484100580215454,0.6026200652122498,1.013692855834961,19.972969718999593
49,0.5805452466011047,1.0582512617111206,0.6113536953926086,1.013725996017456,19.84187035300056
50,0.5786864757537842,1.0521061420440674,0.624454140663147,1.0110560655593872,20.191646722998485
51,0.5842627286911011,1.046081781387329,0.6200873255729675,1.0103411674499512,20.19595682399995
52,0.5954151153564453,1.0374133586883545,0.6113536953926086,1.0110546350479126,20.05130189100055
53,0.5898389220237732,1.0420383214950562,0.5938864350318909,1.0074650049209595,20.124331818999053
54,0.5954151153564453,1.0371229648590088,0.6157205104827881,1.0009366273880005,20.002358220001042
55,0.5749689936637878,1.0496596097946167,0.6069868803024292,1.0018037557601929,20.055241288000616
56,0.5836431384086609,1.0303956270217896,0.5982532501220703,1.0007789134979248,20.290559171000496
57,0.5811648368835449,1.0270808935165405,0.6069868803024292,0.995719850063324,20.082838332999017
58,0.5898389220237732,1.0156149864196777,0.6113536953926086,0.9965522289276123,19.981423962999543
59,0.5935564041137695,1.016661286354065,0.5982532501220703,0.994190514087677,19.955353820998425
60,0.5966542959213257,1.0278443098068237,0.6157205104827881,0.9909353852272034,19.57900593500017
61,0.5991325974464417,1.0279643535614014,0.6200873255729675,0.9870499968528748,20.324399670000275
62,0.586741030216217,1.0249443054199219,0.6113536953926086,0.9871261119842529,19.68365778000043
63,0.5799256563186646,1.0195246934890747,0.6113536953926086,0.9844949841499329,22.374536109000474
64,0.5966542959213257,1.013646125793457,0.624454140663147,0.9826620221138,21.755775409999842
65,0.6034696698188782,1.0075910091400146,0.624454140663147,0.9785608053207397,19.717602836999504
66,0.5898389220237732,1.014839768409729,0.624454140663147,0.9756307601928711,19.85138650800036
67,0.6084262728691101,0.9873606562614441,0.6200873255729675,0.982608437538147,20.983768596999653
68,0.5885997414588928,1.0215625762939453,0.6069868803024292,0.9821943044662476,20.15747906800061
69,0.6003717184066772,1.005556583404541,0.6113536953926086,0.9813330173492432,20.723213854000278
70,0.6121437549591064,0.9932754039764404,0.6157205104827881,0.9754375219345093,20.328144848001102
71,0.6084262728691101,1.0070974826812744,0.6113536953926086,0.9765122532844543,19.96136447400022
72,0.5879801511764526,1.0162951946258545,0.6069868803024292,0.9770155549049377,20.438977834999605
73,0.6003717184066772,1.0028417110443115,0.6113536953926086,0.9748542904853821,19.95876561499972
74,0.589219331741333,1.018983244895935,0.6113536953926086,0.9711765050888062,20.443191718999515
75,0.5997521877288818,0.9929134249687195,0.6157205104827881,0.9601415395736694,20.21022871599962
76,0.6034696698188782,0.9994568824768066,0.6113536953926086,0.9660349488258362,20.133426270998825
